#timestamp(s) translation_x(m) translation_y(m) translation_z(m)
1640237074.299999952 0.00 0.00 0.00 
1640237074.400000095 0.00 0.00 0.00 
1640237074.500000000 0.00 0.00 0.00 
1640237074.599999905 0.00 0.00 0.00 
1640237074.700000048 0.00 0.00 0.00 
1640237074.799999952 0.00 0.00 0.00 
1640237074.900000095 0.00 0.00 0.00 
1640237075.000000000 0.00 0.00 0.00 
1640237075.099999905 0.00 0.00 0.00 
1640237075.200000048 0.00 0.00 0.00 
1640237075.299999952 0.00 0.00 0.00 
1640237075.400000095 0.00 0.00 0.00 
1640237075.500000000 0.00 0.00 0.00 
1640237075.599999905 0.00 0.00 0.00 
1640237075.700000048 0.00 0.00 0.00 
1640237075.799999952 0.00 0.00 0.00 
1640237075.900000095 0.00 0.00 0.00 
1640237076.000000000 0.00 0.00 0.00 
1640237076.099999905 0.00 0.00 0.00 
1640237076.200000048 0.00 0.00 0.00 
1640237076.299999952 0.00 0.00 0.00 
1640237076.400000095 0.00 0.00 0.00 
1640237076.500000000 0.00 0.00 0.00 
1640237076.599999905 0.00 0.00 0.00 
1640237076.700000048 0.00 0.00 0.00 
1640237076.799999952 0.00 0.00 0.00 
1640237076.900000095 0.00 0.00 0.00 
1640237077.000000000 0.00 0.00 0.00 
1640237077.099999905 0.00 0.00 0.00 
1640237077.200000048 0.00 0.00 0.00 
1640237077.299999952 0.00 0.00 0.00 
1640237077.400000095 0.00 0.00 0.00 
1640237077.500000000 0.00 0.00 0.00 
1640237077.599999905 0.00 0.00 0.00 
1640237077.700000048 0.00 0.00 0.00 
1640237077.799999952 0.00 0.00 0.00 
1640237077.900000095 0.00 0.00 0.00 
1640237078.000000000 0.00 0.00 0.00 
1640237078.099999905 0.00 0.00 0.00 
1640237078.200000048 0.00 0.00 0.00 
1640237078.299999952 0.00 0.00 0.00 
1640237078.400000095 0.00 0.00 0.00 
1640237078.500000000 0.00 0.00 0.00 
1640237078.599999905 0.00 0.00 0.00 
1640237078.700000048 0.00 0.00 0.00 
1640237078.799999952 0.00 0.00 0.00 
1640237078.900000095 0.00 0.00 0.00 
1640237079.000000000 0.00 0.00 0.00 
1640237079.099999905 0.00 0.00 0.00 
1640237079.200000048 0.00 0.00 0.00 
1640237079.299999952 0.00 0.00 0.00 
1640237079.400000095 0.00 0.00 0.00 
1640237079.500000000 0.00 0.00 0.00 
1640237079.599999905 0.00 0.00 0.00 
1640237079.700000048 0.00 0.00 0.00 
1640237079.799999952 0.00 0.00 0.00 
1640237079.900000095 0.00 0.00 0.00 
1640237080.000000000 0.00 0.00 0.00 
1640237080.099999905 0.00 0.00 0.00 
1640237080.200000048 0.00 0.00 0.00 
1640237080.299999952 0.00 0.00 0.00 
1640237080.400000095 0.00 0.00 0.00 
1640237080.500000000 0.00 0.00 0.00 
1640237080.599999905 0.00 0.00 0.00 
1640237080.700000048 0.00 0.00 0.00 
1640237080.799999952 0.00 0.00 0.00 
1640237080.900000095 0.00 0.00 0.00 
1640237081.000000000 0.00 0.00 0.00 
1640237081.099999905 0.00 0.00 0.00 
1640237081.200000048 0.00 0.00 0.00 
1640237081.299999952 0.00 0.00 0.00 
1640237081.400000095 0.00 0.00 0.00 
1640237081.500000000 0.00 0.00 0.00 
1640237081.599999905 0.00 0.00 0.00 
1640237081.700000048 0.00 0.00 0.00 
1640237081.799999952 0.00 0.00 0.00 
1640237081.900000095 0.00 0.00 0.00 
1640237082.000000000 0.00 0.00 0.00 
1640237082.099999905 0.00 0.00 0.00 
1640237082.200000048 0.00 0.00 0.00 
1640237082.299999952 0.00 0.00 0.00 
1640237082.400000095 0.00 0.00 0.00 
1640237082.500000000 0.00 0.00 0.00 
1640237082.599999905 0.00 0.00 0.00 
1640237082.700000048 0.00 0.00 0.00 
1640237082.799999952 0.00 0.00 0.00 
1640237082.900000095 0.00 0.00 0.00 
1640237083.000000000 0.00 0.00 0.00 
1640237083.099999905 0.00 0.00 0.00 
1640237083.200000048 0.00 0.00 0.00 
1640237083.299999952 0.00 0.00 0.00 
1640237083.400000095 0.00 0.00 0.00 
1640237083.500000000 0.00 0.00 0.00 
1640237083.599999905 0.00 0.00 0.00 
1640237083.700000048 0.00 0.00 0.00 
1640237083.799999952 0.00 0.00 0.00 
1640237083.900000095 0.00 0.00 0.00 
1640237084.000000000 0.00 0.00 0.00 
1640237084.099999905 0.00 0.00 0.00 
1640237084.200000048 0.00 0.00 0.00 
1640237084.299999952 0.00 0.00 0.00 
1640237084.400000095 0.00 0.00 0.00 
1640237084.500000000 0.00 0.00 0.00 
1640237084.599999905 0.00 0.00 0.00 
1640237084.700000048 0.00 0.00 0.00 
1640237084.799999952 0.00 0.00 0.00 
1640237084.900000095 0.00 0.00 0.00 
1640237085.000000000 0.00 0.00 0.00 
1640237085.099999905 0.00 0.00 0.00 
1640237085.200000048 0.00 0.00 0.00 
1640237085.299999952 0.00 0.00 0.00 
1640237085.400000095 0.00 0.00 0.00 
1640237085.500000000 0.00 0.00 0.00 
1640237085.599999905 0.00 0.00 0.00 
1640237085.700000048 0.00 0.00 0.00 
1640237085.799999952 0.00 0.00 0.00 
1640237085.900000095 0.00 0.00 0.00 
1640237086.000000000 0.00 0.00 0.00 
1640237086.099999905 0.00 0.00 0.00 
1640237086.200000048 0.00 0.00 0.00 
1640237086.299999952 0.00 0.00 0.00 
1640237086.400000095 0.00 0.00 0.00 
1640237086.500000000 0.00 0.00 0.00 
1640237086.599999905 0.00 0.00 0.00 
1640237086.700000048 0.00 0.00 0.00 
1640237086.799999952 0.00 0.00 0.00 
1640237086.900000095 0.00 0.00 0.00 
1640237087.000000000 0.00 0.00 0.00 
1640237087.099999905 0.00 0.00 0.00 
1640237087.200000048 0.00 0.00 0.00 
1640237087.299999952 0.00 0.00 0.00 
1640237087.400000095 0.00 0.00 0.00 
1640237087.500000000 0.00 0.00 0.00 
1640237087.599999905 0.00 0.00 0.00 
1640237087.700000048 0.00 0.00 0.00 
1640237087.799999952 0.00 0.00 0.00 
1640237087.900000095 0.00 0.00 0.00 
1640237088.000000000 0.00 0.00 0.00 
1640237088.099999905 0.00 0.00 0.00 
1640237088.200000048 0.00 0.00 0.00 
1640237088.299999952 0.00 0.00 0.00 
1640237088.400000095 0.00 0.00 0.00 
1640237088.500000000 0.00 0.00 0.00 
1640237088.599999905 0.00 0.00 0.00 
1640237088.700000048 0.00 0.00 0.00 
1640237088.799999952 0.00 0.00 0.00 
1640237088.900000095 0.00 0.00 0.00 
1640237089.000000000 0.00 0.00 0.00 
1640237089.099999905 0.00 0.00 0.00 
1640237089.200000048 0.00 0.00 0.00 
1640237089.299999952 0.00 0.00 0.00 
1640237089.400000095 0.00 0.00 0.00 
1640237089.500000000 0.00 0.00 0.00 
1640237089.599999905 0.00 0.00 0.00 
1640237089.700000048 0.00 0.00 0.00 
1640237089.799999952 0.00 0.00 0.00 
1640237089.900000095 0.00 0.00 0.00 
1640237090.000000000 0.00 0.00 0.00 
1640237090.099999905 0.00 0.00 0.00 
1640237090.200000048 0.00 0.00 0.00 
1640237090.299999952 0.00 0.00 0.00 
1640237090.400000095 0.00 0.00 0.00 
1640237090.500000000 0.00 0.00 0.00 
1640237090.599999905 0.00 0.00 0.00 
1640237090.700000048 0.00 0.00 0.00 
1640237090.799999952 0.00 0.00 0.00 
1640237090.900000095 0.00 0.00 0.00 
1640237091.000000000 0.00 0.00 0.00 
1640237091.099999905 0.00 0.00 0.00 
1640237091.200000048 0.00 0.00 0.00 
1640237091.299999952 0.00 0.00 0.00 
1640237091.400000095 0.00 0.00 0.00 
1640237091.500000000 0.00 0.00 0.00 
1640237091.599999905 0.00 0.00 0.00 
1640237091.700000048 0.00 0.00 0.00 
1640237091.799999952 0.00 0.00 0.00 
1640237091.900000095 0.00 0.00 0.00 
1640237092.000000000 0.00 0.00 0.00 
1640237092.099999905 0.00 0.00 0.00 
1640237092.200000048 0.00 0.00 0.00 
1640237092.299999952 0.00 0.00 0.00 
1640237092.400000095 0.00 0.00 0.00 
1640237092.500000000 0.00 0.00 0.00 
1640237092.599999905 0.00 0.00 0.00 
1640237092.700000048 0.00 0.00 0.00 
1640237092.799999952 0.00 0.00 0.00 
1640237092.900000095 0.00 0.00 0.00 
1640237093.000000000 0.00 0.00 0.00 
1640237093.099999905 0.00 0.00 0.00 
1640237093.200000048 0.00 0.00 0.00 
1640237093.299999952 0.00 0.00 0.00 
1640237093.400000095 0.00 0.00 0.00 
1640237093.500000000 0.00 0.00 0.00 
1640237093.599999905 0.00 0.00 0.00 
1640237093.700000048 0.00 0.00 0.00 
1640237093.799999952 0.00 0.00 0.00 
1640237093.900000095 0.00 0.00 0.00 
1640237094.000000000 0.00 0.00 0.00 
1640237094.099999905 0.00 0.00 0.00 
1640237094.200000048 0.00 0.00 0.00 
1640237094.299999952 0.00 0.00 0.00 
1640237094.400000095 0.00 -0.00 0.00 
1640237094.500000000 0.00 0.00 0.00 
1640237094.599999905 0.00 0.00 0.00 
1640237094.700000048 0.00 0.00 0.00 
1640237094.799999952 0.00 0.00 0.00 
1640237094.900000095 0.00 0.00 0.00 
1640237095.000000000 0.00 -0.00 0.00 
1640237095.099999905 0.00 -0.00 0.00 
1640237095.200000048 0.00 -0.00 0.00 
1640237095.299999952 0.00 -0.00 0.00 
1640237095.400000095 0.00 -0.00 0.00 
1640237095.500000000 0.00 0.00 0.00 
1640237095.599999905 0.00 -0.00 0.00 
1640237095.700000048 0.00 0.00 0.00 
1640237095.799999952 0.00 0.00 0.00 
1640237095.900000095 0.00 -0.00 0.00 
1640237096.000000000 0.00 0.00 0.00 
1640237096.099999905 0.00 0.00 0.00 
1640237096.200000048 0.00 0.00 0.00 
1640237096.299999952 0.00 0.00 0.00 
1640237096.400000095 0.00 0.00 0.00 
1640237096.500000000 0.00 -0.00 0.00 
1640237096.599999905 0.00 0.00 0.00 
1640237096.700000048 0.00 0.00 0.00 
1640237096.799999952 0.00 -0.00 0.00 
1640237096.900000095 0.00 0.00 0.00 
1640237097.000000000 0.00 0.00 0.00 
1640237097.099999905 0.00 -0.00 0.00 
1640237097.200000048 0.00 0.00 0.00 
1640237097.299999952 0.00 0.00 0.00 
1640237097.400000095 0.00 -0.00 0.00 
1640237097.500000000 0.00 0.00 0.00 
1640237097.599999905 0.00 0.00 0.00 
1640237097.700000048 0.00 -0.00 0.00 
1640237097.799999952 0.00 0.00 0.00 
1640237097.900000095 0.00 0.00 0.00 
1640237098.000000000 0.00 -0.00 0.00 
1640237098.099999905 0.00 -0.00 0.00 
1640237098.200000048 0.00 0.00 0.00 
1640237098.299999952 0.00 -0.00 0.00 
1640237098.400000095 0.00 0.00 0.00 
1640237098.500000000 0.00 0.00 0.00 
1640237098.599999905 0.00 -0.00 0.00 
1640237098.700000048 0.00 0.00 0.00 
1640237098.799999952 0.00 0.00 0.00 
1640237098.900000095 0.00 -0.00 0.00 
1640237099.000000000 0.00 0.00 0.00 
1640237099.099999905 0.00 0.00 0.00 
1640237099.200000048 0.00 -0.00 0.00 
1640237099.299999952 0.00 0.00 0.00 
1640237099.400000095 0.00 0.00 0.00 
1640237099.500000000 0.00 -0.00 0.00 
1640237099.599999905 0.00 0.00 0.00 
1640237099.700000048 0.00 0.00 0.00 
1640237099.799999952 0.00 -0.00 0.00 
1640237099.900000095 0.00 0.00 0.00 
1640237100.000000000 0.00 0.00 0.00 
1640237100.099999905 0.00 -0.00 0.00 
1640237100.200000048 0.00 -0.00 0.00 
1640237100.299999952 0.00 0.00 0.00 
1640237100.400000095 0.00 0.00 0.00 
1640237100.500000000 0.00 0.00 0.00 
1640237100.599999905 0.00 0.00 0.00 
1640237100.700000048 0.00 -0.00 0.00 
1640237100.799999952 0.00 0.00 0.00 
1640237100.900000095 0.00 0.00 0.00 
1640237101.000000000 0.00 0.00 0.00 
1640237101.099999905 0.00 0.00 0.00 
1640237101.200000048 0.00 0.00 0.00 
1640237101.299999952 0.00 0.00 0.00 
1640237101.400000095 0.00 0.00 0.00 
1640237101.500000000 0.00 0.00 0.00 
1640237101.599999905 0.00 0.00 0.00 
1640237101.700000048 0.00 0.00 0.00 
1640237101.799999952 0.00 0.00 0.00 
1640237101.900000095 0.00 0.00 0.00 
1640237102.000000000 0.00 0.00 0.00 
1640237102.099999905 0.00 0.00 0.00 
1640237102.200000048 0.00 -0.00 0.00 
1640237102.299999952 0.00 0.00 0.00 
1640237102.400000095 0.00 0.00 0.00 
1640237102.500000000 0.00 0.00 0.00 
1640237102.599999905 0.00 0.00 0.00 
1640237102.700000048 0.00 0.00 0.00 
1640237102.799999952 0.00 0.00 0.00 
1640237102.900000095 0.00 0.00 0.00 
1640237103.000000000 0.00 0.00 0.00 
1640237103.099999905 0.00 -0.00 0.00 
1640237103.200000048 0.00 0.00 0.00 
1640237103.299999952 0.00 0.00 0.00 
1640237103.400000095 0.00 0.00 0.00 
1640237103.500000000 0.00 0.00 0.00 
1640237103.599999905 0.00 0.00 0.00 
1640237103.700000048 0.00 -0.00 0.00 
1640237103.799999952 0.00 0.00 0.00 
1640237103.900000095 0.00 0.00 0.00 
1640237104.000000000 0.00 0.00 0.00 
1640237104.099999905 0.00 0.00 0.00 
1640237104.200000048 0.00 0.00 0.00 
1640237104.299999952 0.00 0.00 0.00 
1640237104.400000095 0.00 0.00 0.00 
1640237104.500000000 0.00 0.00 0.00 
1640237104.599999905 0.00 -0.00 0.00 
1640237104.700000048 0.00 0.00 0.00 
1640237104.799999952 0.00 0.00 0.00 
1640237104.900000095 0.00 -0.00 0.00 
1640237105.000000000 0.00 0.00 0.00 
1640237105.099999905 0.00 0.00 0.00 
1640237105.200000048 0.00 -0.00 0.00 
1640237105.299999952 0.00 0.00 0.00 
1640237105.400000095 0.00 0.00 0.00 
1640237105.500000000 0.00 -0.00 0.00 
1640237105.599999905 0.00 0.00 0.00 
1640237105.700000048 0.00 0.00 0.00 
1640237105.799999952 0.00 -0.00 0.00 
1640237105.900000095 0.00 -0.00 0.00 
1640237106.000000000 0.00 0.00 0.00 
1640237106.099999905 0.00 0.00 0.00 
1640237106.200000048 0.00 -0.00 0.00 
1640237106.299999952 0.00 0.00 0.00 
1640237106.400000095 0.00 -0.00 0.00 
1640237106.500000000 0.00 0.00 0.00 
1640237106.599999905 0.00 0.00 0.00 
1640237106.700000048 0.00 -0.00 0.00 
1640237106.799999952 0.00 -0.00 0.00 
1640237106.900000095 0.00 0.00 0.00 
1640237107.000000000 0.00 0.00 0.00 
1640237107.099999905 0.00 0.00 0.00 
1640237107.200000048 0.00 0.00 0.00 
1640237107.299999952 0.00 -0.00 0.00 
1640237107.400000095 0.00 0.00 0.00 
1640237107.500000000 0.00 0.00 0.00 
1640237107.599999905 0.00 0.00 0.00 
1640237107.700000048 0.00 -0.00 0.00 
1640237107.799999952 0.00 0.00 0.00 
1640237107.900000095 0.00 -0.00 0.00 
1640237108.000000000 0.00 0.00 0.00 
1640237108.099999905 0.00 0.00 0.00 
1640237108.200000048 0.00 -0.00 0.00 
1640237108.299999952 0.00 -0.00 0.00 
1640237108.400000095 0.00 0.00 0.00 
1640237108.500000000 0.00 0.00 0.00 
1640237108.599999905 0.00 -0.00 0.00 
1640237108.700000048 0.00 0.00 0.00 
1640237108.799999952 0.00 -0.00 0.00 
1640237108.900000095 0.00 0.00 0.00 
1640237109.000000000 0.00 0.00 0.00 
1640237109.099999905 0.00 0.00 0.00 
1640237109.200000048 0.00 0.00 0.00 
1640237109.299999952 0.00 0.00 0.00 
1640237109.400000095 0.00 0.00 0.00 
1640237109.500000000 0.00 0.00 0.00 
1640237109.599999905 0.00 0.00 0.00 
1640237109.700000048 0.00 -0.00 0.00 
1640237109.799999952 0.00 -0.00 0.00 
1640237109.900000095 0.00 0.00 0.00 
1640237110.000000000 0.00 0.00 0.00 
1640237110.099999905 0.00 0.00 0.00 
1640237110.200000048 0.00 0.00 0.00 
1640237110.299999952 0.00 -0.00 0.00 
1640237110.400000095 0.00 0.00 0.00 
1640237110.500000000 0.00 0.00 0.00 
1640237110.599999905 0.00 0.00 0.00 
1640237110.700000048 0.00 0.00 0.00 
1640237110.799999952 0.00 0.00 0.00 
1640237110.900000095 0.00 -0.00 0.00 
1640237111.000000000 0.00 -0.00 0.00 
1640237111.099999905 0.00 -0.00 0.00 
1640237111.200000048 0.00 -0.00 0.00 
1640237111.299999952 0.00 -0.00 0.00 
1640237111.400000095 0.00 0.00 0.00 
1640237111.500000000 0.00 -0.00 0.00 
1640237111.599999905 0.00 -0.00 0.00 
1640237111.700000048 0.00 -0.00 0.00 
1640237111.799999952 0.00 -0.00 0.00 
1640237111.900000095 0.00 0.00 0.00 
1640237112.000000000 0.00 0.00 0.00 
1640237112.099999905 0.00 -0.00 0.00 
1640237112.200000048 0.00 -0.00 0.00 
1640237112.299999952 0.00 0.00 0.00 
1640237112.400000095 0.00 0.00 0.00 
1640237112.500000000 0.00 -0.00 0.00 
1640237112.599999905 0.00 0.00 0.00 
1640237112.700000048 0.00 -0.00 0.00 
1640237112.799999952 0.00 0.00 0.00 
1640237112.900000095 0.00 0.00 0.00 
1640237113.000000000 0.00 -0.00 0.00 
1640237113.099999905 0.00 -0.00 0.00 
1640237113.200000048 0.00 0.00 0.00 
1640237113.299999952 0.00 0.00 0.00 
1640237113.400000095 0.00 0.00 0.00 
1640237113.500000000 0.00 0.00 0.00 
1640237113.599999905 0.00 -0.00 0.00 
1640237113.700000048 0.00 -0.00 0.00 
1640237113.799999952 0.00 -0.00 0.00 
1640237113.900000095 0.00 -0.00 0.00 
1640237114.000000000 0.00 -0.00 0.00 
1640237114.099999905 0.00 0.00 0.00 
1640237114.200000048 0.00 -0.00 0.00 
1640237114.299999952 0.00 -0.00 0.00 
1640237114.400000095 0.00 -0.00 0.00 
1640237114.500000000 0.00 -0.00 0.00 
1640237114.599999905 0.00 -0.00 0.00 
1640237114.700000048 0.00 0.00 0.00 
1640237114.799999952 0.00 -0.00 0.00 
1640237114.900000095 0.00 -0.00 0.00 
1640237115.000000000 0.00 0.00 0.00 
1640237115.099999905 0.00 -0.00 0.00 
1640237115.200000048 0.00 -0.00 0.00 
1640237115.299999952 0.00 0.00 0.00 
1640237115.400000095 0.00 -0.00 0.00 
1640237115.500000000 0.00 -0.00 0.00 
1640237115.599999905 0.00 0.00 0.00 
1640237115.700000048 0.00 -0.00 0.00 
1640237115.799999952 0.00 -0.00 0.00 
1640237115.900000095 0.00 -0.00 0.00 
1640237116.000000000 0.00 -0.00 0.00 
1640237116.099999905 0.00 -0.00 0.00 
1640237116.200000048 0.00 0.00 0.00 
1640237116.299999952 0.00 -0.00 0.00 
1640237116.400000095 0.00 -0.00 0.00 
1640237116.500000000 0.00 0.00 0.00 
1640237116.599999905 0.00 -0.00 0.00 
1640237116.700000048 0.00 -0.00 0.00 
1640237116.799999952 0.00 0.00 0.00 
1640237116.900000095 0.00 -0.00 0.00 
1640237117.000000000 0.00 -0.00 0.00 
1640237117.099999905 0.00 0.00 0.00 
1640237117.200000048 0.00 -0.00 0.00 
1640237117.299999952 0.00 -0.00 0.00 
1640237117.400000095 0.00 -0.00 0.00 
1640237117.500000000 0.00 -0.00 0.00 
1640237117.599999905 0.00 -0.00 0.00 
1640237117.700000048 0.00 0.00 0.00 
1640237117.799999952 0.00 -0.00 0.00 
1640237117.900000095 0.00 -0.00 0.00 
1640237118.000000000 0.00 0.00 0.00 
1640237118.099999905 0.00 -0.00 0.00 
1640237118.200000048 0.00 -0.00 0.00 
1640237118.299999952 0.00 0.00 0.00 
1640237118.400000095 0.00 -0.00 0.00 
1640237118.500000000 0.00 -0.00 0.00 
1640237118.599999905 0.00 0.00 0.00 
1640237118.700000048 0.00 -0.00 0.00 
1640237118.799999952 0.00 -0.00 0.00 
1640237118.900000095 0.00 -0.00 0.00 
1640237119.000000000 0.00 -0.00 0.00 
1640237119.099999905 0.00 -0.00 0.00 
1640237119.200000048 0.00 0.00 0.00 
1640237119.299999952 0.00 -0.00 0.00 
1640237119.400000095 0.00 -0.00 0.00 
1640237119.500000000 0.00 0.00 0.00 
1640237119.599999905 0.00 -0.00 0.00 
1640237119.700000048 0.00 -0.00 0.00 
1640237119.799999952 0.00 0.00 0.00 
1640237119.900000095 0.00 -0.00 0.00 
1640237120.000000000 0.00 -0.00 0.00 
1640237120.099999905 0.00 0.00 0.00 
1640237120.200000048 0.00 -0.00 0.00 
1640237120.299999952 0.00 -0.00 0.00 
1640237120.400000095 0.00 0.00 0.00 
1640237120.500000000 0.00 -0.00 0.00 
1640237120.599999905 0.00 -0.00 0.00 
1640237120.700000048 0.00 0.00 0.00 
1640237120.799999952 0.00 -0.00 0.00 
1640237120.900000095 0.00 -0.00 0.00 
1640237121.000000000 0.00 0.00 0.00 
1640237121.099999905 0.00 -0.00 0.00 
1640237121.200000048 0.00 -0.00 0.00 
1640237121.299999952 0.00 0.00 0.00 
1640237121.400000095 0.00 -0.00 0.00 
1640237121.500000000 0.00 -0.00 0.00 
1640237121.599999905 0.00 0.00 0.00 
1640237121.700000048 0.00 -0.00 0.00 
1640237121.799999952 0.00 -0.00 0.00 
1640237121.900000095 0.00 0.00 0.00 
1640237122.000000000 0.00 -0.00 0.00 
1640237122.099999905 0.00 -0.00 0.00 
1640237122.200000048 0.00 0.00 0.00 
1640237122.299999952 0.00 -0.00 0.00 
1640237122.400000095 0.00 -0.00 0.00 
1640237122.500000000 0.00 -0.00 0.00 
1640237122.599999905 0.00 -0.00 0.00 
1640237122.700000048 0.00 -0.00 0.00 
1640237122.799999952 0.00 -0.00 0.00 
1640237122.900000095 0.00 -0.00 0.00 
1640237123.000000000 0.00 -0.00 0.00 
1640237123.099999905 0.00 0.00 0.00 
1640237123.200000048 0.00 -0.00 0.00 
1640237123.299999952 0.00 -0.00 0.00 
1640237123.400000095 0.00 -0.00 0.00 
1640237123.500000000 0.00 -0.00 0.00 
1640237123.599999905 0.00 -0.00 0.00 
1640237123.700000048 0.00 0.00 0.00 
1640237123.799999952 0.00 -0.00 0.00 
1640237123.900000095 0.00 -0.00 0.00 
1640237124.000000000 0.00 -0.00 0.00 
1640237124.099999905 0.00 -0.00 0.00 
1640237124.200000048 0.00 -0.00 0.00 
1640237124.299999952 0.00 0.00 0.00 
1640237124.400000095 0.00 -0.00 0.00 
1640237124.500000000 0.00 -0.00 0.00 
1640237124.599999905 0.00 0.00 0.00 
1640237124.700000048 0.00 -0.00 0.00 
1640237124.799999952 0.00 -0.00 0.00 
1640237124.900000095 0.00 0.00 0.00 
1640237125.000000000 0.00 -0.00 0.00 
1640237125.099999905 0.00 -0.00 0.00 
1640237125.200000048 0.00 0.00 0.00 
1640237125.299999952 0.00 -0.00 0.00 
1640237125.400000095 0.00 -0.00 0.00 
1640237125.500000000 0.00 0.00 0.00 
1640237125.599999905 0.00 -0.00 0.00 
1640237125.700000048 0.00 -0.00 0.00 
1640237125.799999952 0.00 0.00 0.00 
1640237125.900000095 0.00 -0.00 0.00 
1640237126.000000000 0.00 -0.00 0.00 
1640237126.099999905 0.00 0.00 0.00 
1640237126.200000048 0.00 -0.00 0.00 
1640237126.299999952 0.00 -0.00 0.00 
1640237126.400000095 0.00 0.00 0.00 
1640237126.500000000 0.00 -0.00 0.00 
1640237126.599999905 0.00 -0.00 0.00 
1640237126.700000048 0.00 0.00 0.00 
1640237126.799999952 0.00 -0.00 0.00 
1640237126.900000095 0.00 -0.00 0.00 
1640237127.000000000 0.00 -0.00 0.00 
1640237127.099999905 0.00 -0.00 0.00 
1640237127.200000048 0.00 -0.00 0.00 
1640237127.299999952 0.00 -0.00 0.00 
1640237127.400000095 0.00 -0.00 0.00 
1640237127.500000000 0.00 -0.00 0.00 
1640237127.599999905 0.00 -0.00 0.00 
1640237127.700000048 0.00 -0.00 0.00 
1640237127.799999952 0.00 -0.00 0.00 
1640237127.900000095 0.00 -0.00 0.00 
1640237128.000000000 0.00 -0.00 0.00 
1640237128.099999905 0.00 -0.00 0.00 
1640237128.200000048 0.00 -0.00 0.00 
1640237128.299999952 0.00 -0.00 0.00 
1640237128.400000095 0.00 -0.00 0.00 
1640237128.500000000 0.00 -0.00 0.00 
1640237128.599999905 0.00 -0.00 0.00 
1640237128.700000048 0.00 -0.00 0.00 
1640237128.799999952 0.00 -0.00 0.00 
1640237128.900000095 0.00 -0.00 0.00 
1640237129.000000000 0.00 -0.00 0.00 
1640237129.099999905 0.00 -0.00 0.00 
1640237129.200000048 0.00 -0.00 0.00 
1640237129.299999952 0.00 -0.00 0.00 
1640237129.400000095 0.00 -0.00 0.00 
1640237129.500000000 0.00 -0.00 0.00 
1640237129.599999905 0.00 -0.00 0.00 
1640237129.700000048 0.00 -0.00 0.00 
1640237129.799999952 0.00 -0.00 0.00 
1640237129.900000095 0.00 -0.00 0.00 
1640237130.000000000 0.00 -0.00 0.00 
1640237130.099999905 0.00 -0.00 0.00 
1640237130.200000048 0.00 -0.00 0.00 
1640237130.299999952 0.00 0.00 0.00 
1640237130.400000095 0.00 -0.00 0.00 
1640237130.500000000 0.00 -0.00 0.00 
1640237130.599999905 0.00 -0.00 0.00 
1640237130.700000048 0.00 -0.00 0.00 
1640237130.799999952 0.00 -0.00 0.00 
1640237130.900000095 0.00 -0.00 0.00 
1640237131.000000000 0.00 -0.00 0.00 
1640237131.099999905 0.00 -0.00 0.00 
1640237131.200000048 0.00 0.00 0.00 
1640237131.299999952 0.00 -0.00 0.00 
1640237131.400000095 0.00 -0.00 0.00 
1640237131.500000000 0.00 0.00 0.00 
1640237131.599999905 0.00 -0.00 0.00 
1640237131.700000048 0.00 0.00 0.00 
1640237131.799999952 0.00 0.00 0.00 
1640237131.900000095 0.00 0.00 0.00 
1640237132.000000000 0.00 0.00 0.00 
1640237132.099999905 0.00 0.00 0.00 
1640237132.200000048 0.00 0.00 0.00 
1640237132.299999952 0.00 0.00 0.00 
1640237132.400000095 0.00 0.00 0.00 
1640237132.500000000 0.00 0.00 0.00 
1640237132.599999905 0.00 0.00 0.00 
1640237132.700000048 0.00 0.00 0.00 
1640237132.799999952 0.00 0.00 0.00 
1640237132.900000095 0.00 0.00 0.00 
1640237133.000000000 0.00 0.00 0.00 
1640237133.099999905 0.00 0.00 0.00 
1640237133.200000048 0.00 0.00 0.00 
1640237133.299999952 0.00 0.00 0.00 
1640237133.400000095 0.00 0.00 0.00 
1640237133.500000000 -0.00 0.00 0.00 
1640237133.599999905 -0.00 0.00 0.00 
1640237133.700000048 -0.00 0.00 0.00 
1640237133.799999952 -0.00 0.00 0.00 
1640237133.900000095 -0.00 0.00 0.00 
1640237134.000000000 0.00 0.00 0.00 
1640237134.099999905 -0.00 0.00 0.00 
1640237134.200000048 -0.00 0.00 0.00 
1640237134.299999952 -0.00 0.00 0.00 
1640237134.400000095 -0.00 0.00 0.00 
1640237134.500000000 -0.00 0.00 0.00 
1640237134.599999905 -0.00 0.00 0.00 
1640237134.700000048 -0.00 0.00 0.00 
1640237134.799999952 -0.00 0.00 0.00 
1640237134.900000095 -0.00 0.00 0.00 
1640237135.000000000 -0.00 0.00 0.00 
1640237135.099999905 -0.00 0.00 0.00 
1640237135.200000048 -0.00 0.00 0.00 
1640237135.299999952 -0.00 0.00 0.00 
1640237135.400000095 -0.00 0.00 0.00 
1640237135.500000000 -0.00 0.00 0.00 
1640237135.599999905 -0.00 0.00 0.00 
1640237135.700000048 -0.00 0.00 0.00 
1640237135.799999952 -0.00 0.00 0.00 
1640237135.900000095 -0.00 0.00 0.00 
1640237136.000000000 -0.00 0.00 0.00 
1640237136.099999905 -0.00 0.00 0.00 
1640237136.200000048 -0.00 0.00 0.00 
1640237136.299999952 -0.00 0.00 0.00 
1640237136.400000095 -0.00 0.00 0.00 
1640237136.500000000 -0.00 0.00 0.00 
1640237136.599999905 -0.00 0.00 0.00 
